client_id,birth_number,district_id,sex,age,age_range
2110,676103,3,woman,67,7
2111,245529,57,woman,24,3
2112,270915,21,man,27,3
2113,370404,68,man,37,4
2114,180821,51,man,18,2
2115,145301,51,woman,14,2
2116,300614,76,man,30,4
2117,450228,53,man,45,5
2118,701112,1,man,70,8
2119,605518,30,woman,60,7
2121,790925,64,man,79,8
2122,705717,1,woman,70,8
2123,820517,53,man,82,9
2124,495114,68,woman,49,5
2125,750412,71,man,75,8
2126,755328,52,woman,75,8
2128,555813,38,woman,55,6
2129,621207,75,man,62,7
2130,456029,21,woman,45,5
2131,755211,39,woman,75,8
2132,690206,39,man,69,7
2133,216128,53,woman,21,3
2134,171214,53,man,17,2
2135,405808,24,woman,40,5
2136,405724,28,woman,40,5
2137,626109,73,woman,62,7
2138,801219,68,man,80,9
2139,325306,18,woman,32,4
2140,261018,18,man,26,3
2141,510906,28,man,51,6
2142,416220,21,woman,41,5
2143,481112,21,man,48,5
2144,605128,15,woman,60,7
2145,686224,39,woman,68,7
2146,730104,65,man,73,8
2147,635814,69,woman,63,7
2148,535720,31,woman,53,6
2149,235409,33,woman,23,3
2150,410417,61,man,41,5
2151,456230,61,woman,45,5
2152,295907,17,woman,29,3
2153,495516,36,woman,49,5
2155,580610,15,man,58,6
2156,666227,33,woman,66,7
2157,451117,11,man,45,5
2158,810506,10,man,81,9
2159,305123,74,woman,30,4
2160,450531,70,man,45,5
2161,205306,1,woman,20,3
2162,130912,1,man,13,2
2163,180408,52,man,18,2
2164,411029,47,man,41,5
2165,455302,47,woman,45,5
2166,475722,30,woman,47,5
2167,811213,1,man,81,9
2168,635712,46,woman,63,7
2169,710101,46,man,71,8
2170,420430,70,man,42,5
2171,581128,1,man,58,6
2172,295821,7,woman,29,3
2173,516217,56,woman,51,6
2174,525808,74,woman,52,6
2175,425103,53,woman,42,5
2176,460716,18,man,46,5
2177,425530,24,woman,42,5
2178,390809,46,man,39,4
2179,396027,9,woman,39,4
2180,726017,51,woman,72,8
2181,680722,46,man,68,7
2182,296201,75,woman,29,3
2183,310821,75,man,31,4
2184,700707,24,man,70,8
2185,575620,20,woman,57,6
2186,425726,48,woman,42,5
2187,330312,40,man,33,4
2188,255825,40,woman,25,3
2189,626115,21,woman,62,7
2190,741022,28,man,74,8
2191,795804,28,woman,79,8
2192,565412,1,woman,56,6
2193,520726,1,man,52,6
2194,615822,50,woman,61,7
2195,425913,68,woman,42,5
2196,555216,31,woman,55,6
2197,626210,47,woman,62,7
2198,205222,17,woman,20,3
2199,111209,17,man,11,2
2200,530731,66,man,53,6
2201,290223,44,man,29,3
2202,285817,44,woman,28,3
2203,391001,10,man,39,4
2204,465819,54,woman,46,5
2205,521212,55,man,52,6
2206,645604,10,woman,64,7
2207,615217,70,woman,61,7
2208,590109,70,man,59,6
2209,275613,30,woman,27,3
2210,330423,30,man,33,4
2211,205224,3,woman,20,3
2212,720527,52,man,72,8
2213,681107,3,man,68,7
2214,461107,5,man,46,5
2215,250129,10,man,25,3
2216,725704,1,woman,72,8
2217,740220,1,man,74,8
2218,681108,43,man,68,7
2219,646128,43,woman,64,7
2220,525217,20,woman,52,6
2221,450315,20,man,45,5
2222,345803,1,woman,34,4
2223,435524,70,woman,43,5
2224,321004,54,man,32,4
2225,606106,4,woman,60,7
2226,646009,74,woman,64,7
2227,750725,42,man,75,8
2228,405320,43,woman,40,5
2229,440907,68,man,44,5
2230,690531,5,man,69,7
2231,716013,21,woman,71,8
2232,670527,36,man,67,7
2233,646224,36,woman,64,7
2235,405420,14,woman,40,5
2236,785627,44,woman,78,8
2237,581003,47,man,58,6
2238,545219,47,woman,54,6
2239,765109,6,woman,76,8
2240,325312,47,woman,32,4
2241,261230,47,man,26,3
2242,765605,1,woman,76,8
2243,800704,1,man,80,9
2246,535801,55,woman,53,6
2247,785113,35,woman,78,8
2248,751024,7,man,75,8
2249,456207,32,woman,45,5
2250,386208,34,woman,38,4
2251,716013,26,woman,71,8
2252,651115,37,man,65,7
2253,575909,37,woman,57,6
2254,276209,72,woman,27,3
2255,235824,50,woman,23,3
2256,740605,70,man,74,8
2257,795831,62,woman,79,8
2258,791103,62,man,79,8
2259,505102,19,woman,50,6
2260,625422,62,woman,62,7
2261,561113,62,man,56,6
2263,340817,1,man,34,4
2264,430508,4,man,43,5
2265,770918,52,man,77,8
2266,390123,16,man,39,4
2267,665410,1,woman,66,7
2268,381226,10,man,38,4
2269,636110,48,woman,63,7
2270,605421,61,woman,60,7
2271,641107,61,man,64,7
2274,641014,9,man,64,7
2275,655724,9,woman,65,7
2276,325427,44,woman,32,4
2277,790325,1,man,79,8
2278,210701,76,man,21,3
2279,531106,52,man,53,6
2280,745424,10,woman,74,8
2281,785606,76,woman,78,8
2282,730311,60,man,73,8
2283,610809,1,man,61,7
2286,666126,54,woman,66,7
2287,791021,47,man,79,8
2288,575823,32,woman,57,6
2289,540821,32,man,54,6
2290,545530,31,woman,54,6
2291,570919,6,man,57,6
2292,211110,59,man,21,3
2293,691122,1,man,69,7
2294,526227,32,woman,52,6
2295,395228,22,woman,39,4
2296,420613,22,man,42,5
2297,650118,48,man,65,7
2298,695515,48,woman,69,7
2299,405220,6,woman,40,5
2300,615707,35,woman,61,7
2301,601219,35,man,60,7
2302,570126,74,man,57,6
2303,395401,61,woman,39,4
2304,390211,61,man,39,4
2305,495610,70,woman,49,5
2306,430821,70,man,43,5
2307,230906,26,man,23,3
2308,746031,27,woman,74,8
2309,765513,15,woman,76,8
2310,390723,40,man,39,4
2311,356001,40,woman,35,4
2312,755215,11,woman,75,8
2313,801029,70,man,80,9
2314,596216,34,woman,59,6
2315,631008,34,man,63,7
2316,700325,1,man,70,8
2317,760222,1,man,76,8
2318,235919,20,woman,23,3
2319,705516,40,woman,70,8
2320,510523,60,man,51,6
2321,685112,68,woman,68,7
2322,280611,15,man,28,3
2323,425629,48,woman,42,5
2324,780716,27,man,78,8
2325,555203,2,woman,55,6
2326,456214,72,woman,45,5
2327,191027,73,man,19,2
2328,681002,24,man,68,7
2329,730102,18,man,73,8
2330,486117,40,woman,48,5
2331,575531,42,woman,57,6
2332,496222,60,woman,49,5
2333,491012,60,man,49,5
2335,345328,66,woman,34,4
2336,220717,12,man,22,3
2337,175409,12,woman,17,2
2338,575725,58,woman,57,6
2339,561206,58,man,56,6
2340,530502,42,man,53,6
2341,475713,42,woman,47,5
2342,481218,70,man,48,5
2343,590318,1,man,59,6
2344,245427,3,woman,24,3
2345,420719,33,man,42,5
2346,476025,33,woman,47,5
2347,436217,35,woman,43,5
2348,330424,35,man,33,4
2349,685710,46,woman,68,7
2350,670609,46,man,67,7
2351,650417,38,man,65,7
2352,775929,70,woman,77,8
2353,295917,4,woman,29,3
2354,671221,1,man,67,7
2355,485630,6,woman,48,5
2356,300710,52,man,30,4
2357,375110,52,woman,37,4
2358,466016,74,woman,46,5
2359,530701,74,man,53,6
2361,680924,9,man,68,7
2362,745902,9,woman,74,8
2363,470618,43,man,47,5
2364,715426,56,woman,71,8
2365,535626,46,woman,53,6
2366,300101,35,man,30,4
2367,315405,35,woman,31,4
2368,436222,64,woman,43,5
2369,401219,64,man,40,5
2370,565821,41,woman,56,6
2371,565207,70,woman,56,6
2372,715409,23,woman,71,8
2373,540119,15,man,54,6
2374,680727,9,man,68,7
2375,655725,72,woman,65,7
2376,640819,72,man,64,7
2377,501117,49,man,50,6
2378,535313,63,woman,53,6
2379,645619,33,woman,64,7
2380,270817,40,man,27,3
2381,316011,40,woman,31,4
2382,276025,62,woman,27,3
2383,475101,31,woman,47,5
2384,461217,31,man,46,5
2385,330505,13,man,33,4
2386,345310,13,woman,34,4
2387,455716,77,woman,45,5
2388,710729,42,man,71,8
2389,240720,25,man,24,3
2390,380513,57,man,38,4
2391,420124,1,man,42,5
2392,550521,26,man,55,6
2393,765823,16,woman,76,8
2394,620604,5,man,62,7
2395,530311,8,man,53,6
2396,495829,41,woman,49,5
2397,180714,46,man,18,2
2398,555825,71,woman,55,6
2399,435502,42,woman,43,5
2400,590410,19,man,59,6
2401,485126,26,woman,48,5
2402,481026,41,man,48,5
2403,635125,1,woman,63,7
2404,775705,27,woman,77,8
2405,750821,27,man,75,8
2406,566006,49,woman,56,6
2407,750827,51,man,75,8
2408,405428,6,woman,40,5
2409,640527,54,man,64,7
2410,735208,73,woman,73,8
2411,680817,73,man,68,7
2412,801026,20,man,80,9
2413,610809,46,man,61,7
2414,505713,54,woman,50,6
2415,570424,54,man,57,6
2416,546223,72,woman,54,6
2417,385621,48,woman,38,4
2418,536227,1,woman,53,6
2419,545623,1,woman,54,6
2420,725606,48,woman,72,8
2421,701110,48,man,70,8
2422,765609,68,woman,76,8
2423,570709,42,man,57,6
2424,201110,54,man,20,3
2425,775718,6,woman,77,8
2426,270609,74,man,27,3
2427,346130,74,woman,34,4
2428,465627,1,woman,46,5
2429,731122,70,man,73,8
2430,371028,5,man,37,4
2431,661010,75,man,66,7
2432,245308,27,woman,24,3
2433,640619,32,man,64,7
2434,455524,42,woman,45,5
2435,436018,16,woman,43,5
2436,345806,25,woman,34,4
2437,361227,45,man,36,4
2438,465919,52,woman,46,5
2439,441126,52,man,44,5
2440,350909,17,man,35,4
2441,281006,1,man,28,3
2442,275708,1,woman,27,3
2443,490523,75,man,49,5
2444,340826,4,man,34,4
2445,690226,54,man,69,7
2447,721007,68,man,72,8
2448,715701,68,woman,71,8
2449,671228,1,man,67,7
2450,755517,54,woman,75,8
2451,391206,42,man,39,4
2452,525607,64,woman,52,6
2453,240113,13,man,24,3
2454,405904,69,woman,40,5
2455,191104,72,man,19,2
2456,236204,72,woman,23,3
2457,400817,68,man,40,5
2458,325809,68,woman,32,4
2459,745722,20,woman,74,8
2460,635105,19,woman,63,7
2461,670402,64,man,67,7
2462,340606,19,man,34,4
2463,441217,7,man,44,5
2464,450901,30,man,45,5
2465,731017,51,man,73,8
2467,465516,36,woman,46,5
2468,650318,71,man,65,7
2469,575910,54,woman,57,6
2470,430614,53,man,43,5
2471,425105,53,woman,42,5
2472,765329,70,woman,76,8
2473,766017,20,woman,76,8
2474,570406,42,man,57,6
2475,825202,44,woman,82,9
2476,575216,75,woman,57,6
2477,520614,75,man,52,6
2478,405524,48,woman,40,5
2479,595331,31,woman,59,6
2480,766208,46,woman,76,8
2481,480622,6,man,48,5
2482,250107,34,man,25,3
2483,296230,34,woman,29,3
2484,691221,68,man,69,7
2485,330515,20,man,33,4
2486,616005,76,woman,61,7
2487,675925,67,woman,67,7
2488,805922,9,woman,80,9
2489,755128,64,woman,75,8
2490,615326,61,woman,61,7
2491,395320,5,woman,39,4
2492,431213,5,man,43,5
2493,621009,1,man,62,7
2494,710106,37,man,71,8
2495,396214,58,woman,39,4
2496,720707,1,man,72,8
2497,625406,34,woman,62,7
2498,800312,37,man,80,9
2499,440804,13,man,44,5
2500,465820,24,woman,46,5
2501,406204,70,woman,40,5
2502,355313,1,woman,35,4
2503,775923,54,woman,77,8
2504,500109,61,man,50,6
2505,605430,25,woman,60,7
2506,760927,76,man,76,8
2507,525826,37,woman,52,6
2508,655807,72,woman,65,7
2509,710206,72,man,71,8
2510,595610,72,woman,59,6
2511,755327,35,woman,75,8
2512,740727,35,man,74,8
2513,410508,41,man,41,5
2514,570211,59,man,57,6
2515,580603,12,man,58,6
2516,425105,33,woman,42,5
2517,240909,18,man,24,3
2518,215507,18,woman,21,3
2519,705806,29,woman,70,8
2520,440730,62,man,44,5
2521,475330,55,woman,47,5
2522,370908,74,man,37,4
2523,376202,74,woman,37,4
2524,590731,36,man,59,6
2525,525710,36,woman,52,6
2526,640726,1,man,64,7
2527,475731,44,woman,47,5
2528,770216,25,man,77,8
2529,390622,70,man,39,4
2530,500211,8,man,50,6
2531,545124,5,woman,54,6
2532,370509,29,man,37,4
2533,295717,40,woman,29,3
2534,430110,1,man,43,5
2535,450110,1,man,45,5
2536,611022,64,man,61,7
2537,571010,73,man,57,6
2538,800223,56,man,80,9
2539,725121,32,woman,72,8
2540,810626,46,man,81,9
2542,441219,3,man,44,5
2543,525827,3,woman,52,6
2545,535928,9,woman,53,6
2546,616203,41,woman,61,7
2547,536029,48,woman,53,6
2548,531006,48,man,53,6
2549,235505,70,woman,23,3
2550,766012,1,woman,76,8
2551,395811,70,woman,39,4
2552,645124,74,woman,64,7
2553,761124,34,man,76,8
2554,410920,64,man,41,5
2555,630923,42,man,63,7
2556,515210,44,woman,51,6
2557,570218,7,man,57,6
2558,590118,30,man,59,6
2559,655331,8,woman,65,7
2560,745620,70,woman,74,8
2561,450726,48,man,45,5
2562,521101,42,man,52,6
2563,710908,74,man,71,8
2565,460522,64,man,46,5
2566,635325,29,woman,63,7
2567,430530,64,man,43,5
2568,385611,64,woman,38,4
2569,480401,69,man,48,5
2570,475619,69,woman,47,5
2571,795425,43,woman,79,8
2572,531008,1,man,53,6
2573,655310,1,woman,65,7
2574,325422,29,woman,32,4
2576,795516,46,woman,79,8
2577,180107,70,man,18,2
2578,540708,76,man,54,6
2579,355102,11,woman,35,4
2580,350307,11,man,35,4
2581,536119,52,woman,53,6
2582,381215,51,man,38,4
2583,370617,75,man,37,4
2584,446215,4,woman,44,5
2585,715828,75,woman,71,8
2586,660514,8,man,66,7
2587,735103,8,woman,73,8
2588,580519,33,man,58,6
2589,630217,21,man,63,7
2590,646019,42,woman,64,7
2591,600227,42,man,60,7
2592,805831,1,woman,80,9
2593,770610,1,man,77,8
2594,630731,55,man,63,7
2596,611008,31,man,61,7
2597,695806,28,woman,69,7
2598,651025,28,man,65,7
2599,460109,1,man,46,5
2600,235417,7,woman,23,3
2601,610725,37,man,61,7
2602,665820,37,woman,66,7
2603,726103,38,woman,72,8
2604,260711,22,man,26,3
2605,255417,22,woman,25,3
2606,430104,31,man,43,5
2607,430327,63,man,43,5
2608,435915,58,woman,43,5
2609,770509,1,man,77,8
2610,805503,1,woman,80,9
2611,381109,77,man,38,4
2612,750203,38,man,75,8
2613,771026,1,man,77,8
2614,460314,72,man,46,5
2615,455826,64,woman,45,5
2616,700707,50,man,70,8
2617,625626,50,woman,62,7
2618,420814,17,man,42,5
2619,695709,63,woman,69,7
2620,680718,63,man,68,7
2621,560509,51,man,56,6
2622,730607,71,man,73,8
2623,655716,16,woman,65,7
2625,721007,57,man,72,8
2626,400214,1,man,40,5
2628,316105,1,woman,31,4
2629,311203,1,man,31,4
2630,375820,64,woman,37,4
2631,700521,18,man,70,8
2632,635225,18,woman,63,7
2633,675712,1,woman,67,7
2635,666210,67,woman,66,7
2636,181024,28,man,18,2
2637,350606,64,man,35,4
2638,420107,1,man,42,5
2639,505304,45,woman,50,6
2640,510129,45,man,51,6
2642,730904,22,man,73,8
2643,465107,54,woman,46,5
2644,645323,6,woman,64,7
2645,200422,67,man,20,3
2646,375607,63,woman,37,4
2647,400326,9,man,40,5
2648,346010,9,woman,34,4
2650,750305,75,man,75,8
2651,696127,75,woman,69,7
2652,495509,41,woman,49,5
2653,500125,1,man,50,6
2654,396008,59,woman,39,4
2655,630812,44,man,63,7
2656,550915,54,man,55,6
2657,480709,73,man,48,5
2658,330121,11,man,33,4
2659,410524,46,man,41,5
2661,616017,1,woman,61,7
2662,780829,1,man,78,8
2663,761001,8,man,76,8
2666,355706,47,woman,35,4
2667,720101,9,man,72,8
2668,755209,9,woman,75,8
2669,270508,51,man,27,3
2670,360913,45,man,36,4
2671,725422,35,woman,72,8
2672,405326,7,woman,40,5
2673,590716,65,man,59,6
2674,526003,65,woman,52,6
2675,240122,31,man,24,3
2676,610601,61,man,61,7
2677,220524,33,man,22,3
2678,185515,33,woman,18,2
2679,380930,1,man,38,4
2680,455902,1,woman,45,5
2681,715104,45,woman,71,8
2682,750114,45,man,75,8
2683,295613,48,woman,29,3
2684,535211,74,woman,53,6
2685,695621,73,woman,69,7
2686,515324,19,woman,51,6
2687,490822,19,man,49,5
2688,676024,60,woman,67,7
2689,230117,16,man,23,3
2690,716225,58,woman,71,8
2691,640517,47,man,64,7
2692,250530,44,man,25,3
2693,765804,46,woman,76,8
2694,276006,15,woman,27,3
2695,290516,15,man,29,3
2696,470904,2,man,47,5
2697,485814,2,woman,48,5
2698,706007,31,woman,70,8
2699,770223,31,man,77,8
2700,450222,34,man,45,5
2701,520329,1,man,52,6
2702,190226,7,man,19,2
2703,735312,2,woman,73,8
2704,495522,1,woman,49,5
2705,240430,43,man,24,3
2706,670702,3,man,67,7
2707,690523,45,man,69,7
2708,580812,73,man,58,6
2709,460614,26,man,46,5
2712,560117,25,man,56,6
2713,620902,36,man,62,7
2714,705306,6,woman,70,8
2715,570704,7,man,57,6
2716,695713,25,woman,69,7
2717,300428,46,man,30,4
2718,326222,46,woman,32,4
2719,646030,29,woman,64,7
2720,495905,1,woman,49,5
2721,505626,24,woman,50,6
2724,750301,35,man,75,8
2726,735728,1,woman,73,8
2727,680205,1,man,68,7
2728,220813,74,man,22,3
2729,660828,1,man,66,7
2730,470318,52,man,47,5
2731,271208,38,man,27,3
2732,535916,57,woman,53,6
2733,276111,3,woman,27,3
2734,341112,3,man,34,4
2735,280731,64,man,28,3
2736,585215,1,woman,58,6
2738,510425,1,man,51,6
2739,500126,13,man,50,6
2740,676123,36,woman,67,7
2741,306129,41,woman,30,4
2742,485827,65,woman,48,5
2743,396004,50,woman,39,4
2744,430222,50,man,43,5
2745,395807,54,woman,39,4
2746,710225,1,man,71,8
2747,361014,6,man,36,4
2748,366006,6,woman,36,4
2749,215304,14,woman,21,3
2750,130713,14,man,13,2
2751,575124,68,woman,57,6
2752,710809,48,man,71,8
2754,785524,66,woman,78,8
2755,705323,1,woman,70,8
2756,195928,31,woman,19,2
2758,460714,1,man,46,5
2759,740126,2,man,74,8
2760,756212,68,woman,75,8
2761,775929,1,woman,77,8
2762,535423,29,woman,53,6
2765,815420,36,woman,81,9
2766,590915,70,man,59,6
2767,545604,70,woman,54,6
2768,640402,1,man,64,7
2769,370515,69,man,37,4
2770,540708,1,man,54,6
2771,201025,37,man,20,3
2772,235108,37,woman,23,3
2773,195913,49,woman,19,2
2774,210223,49,man,21,3
2775,785709,41,woman,78,8
2776,345607,31,woman,34,4
2777,705328,46,woman,70,8
2778,640516,57,man,64,7
2779,480504,29,man,48,5
2780,475116,29,woman,47,5
2781,606122,46,woman,60,7
2782,400913,31,man,40,5
2783,400620,1,man,40,5
2784,585725,36,woman,58,6
2785,620729,22,man,62,7
2786,511102,24,man,51,6
2787,766014,41,woman,76,8
2788,516021,49,woman,51,6
2789,516225,1,woman,51,6
2790,750210,16,man,75,8
2791,211010,60,man,21,3
2794,650122,18,man,65,7
2795,685413,18,woman,68,7
2796,740625,15,man,74,8
2797,501105,28,man,50,6
2798,310627,65,man,31,4
2799,616202,4,woman,61,7
2800,490826,2,man,49,5
2801,190218,75,man,19,2
2802,666129,1,woman,66,7
2803,311012,68,man,31,4
2804,366110,68,woman,36,4
2805,640713,73,man,64,7
2806,555701,58,woman,55,6
2808,745331,8,woman,74,8
2809,790214,33,man,79,8
2810,710728,72,man,71,8
2811,466207,1,woman,46,5
2812,705502,55,woman,70,8
2813,410410,70,man,41,5
2814,735210,19,woman,73,8
2815,300630,35,man,30,4
2816,385315,35,woman,38,4
2817,775219,1,woman,77,8
2818,630412,54,man,63,7
2819,800812,8,man,80,9
2820,661217,77,man,66,7
2821,806101,45,woman,80,9
2822,581019,50,man,58,6
2823,466218,70,woman,46,5
2824,410905,39,man,41,5
2825,580329,65,man,58,6
2826,350128,59,man,35,4
2827,230213,63,man,23,3
2828,495710,14,woman,49,5
2829,396227,33,woman,39,4
2830,741114,51,man,74,8
2831,805709,68,woman,80,9
2832,270723,13,man,27,3
2833,235709,13,woman,23,3
2834,490523,52,man,49,5
2835,660127,27,man,66,7
2836,195921,38,woman,19,2
2837,270521,38,man,27,3
2838,650309,65,man,65,7
2839,285705,72,woman,28,3
2840,340514,72,man,34,4
2841,735410,18,woman,73,8
2842,580617,74,man,58,6
2843,666006,70,woman,66,7
2844,621119,51,man,62,7
2845,520902,7,man,52,6
2846,695317,1,woman,69,7
2847,425725,34,woman,42,5
2848,390220,34,man,39,4
2849,280402,19,man,28,3
2850,700820,7,man,70,8
2851,390810,54,man,39,4
2852,425628,26,woman,42,5
2853,565425,28,woman,56,6
2854,490601,16,man,49,5
2855,575726,16,woman,57,6
2856,231111,47,man,23,3
2857,270203,33,man,27,3
2858,265212,42,woman,26,3
2859,285924,68,woman,28,3
2860,580331,28,man,58,6
2862,646007,49,woman,64,7
2863,680305,49,man,68,7
2864,525409,51,woman,52,6
2865,481118,15,man,48,5
2866,496030,15,woman,49,5
2867,605123,1,woman,60,7
2868,331214,14,man,33,4
2869,750805,1,man,75,8
2870,591128,29,man,59,6
2871,676123,71,woman,67,7
2872,336027,77,woman,33,4
2873,755324,16,woman,75,8
2874,720910,34,man,72,8
2875,360817,46,man,36,4
2876,770107,1,man,77,8
2877,320429,59,man,32,4
2878,470417,68,man,47,5
2879,770110,40,man,77,8
2880,521230,60,man,52,6
2881,675321,12,woman,67,7
2882,311214,70,man,31,4
2883,530226,30,man,53,6
2884,586010,40,woman,58,6
2885,656004,1,woman,65,7
2886,581003,1,man,58,6
2887,615129,2,woman,61,7
2888,785909,1,woman,78,8
2889,431205,25,man,43,5
2890,511011,62,man,51,6
2891,575723,62,woman,57,6
2892,415321,3,woman,41,5
2893,276102,2,woman,27,3
2894,485725,70,woman,48,5
2895,775517,70,woman,77,8
2896,755516,1,woman,75,8
2897,250718,40,man,25,3
2898,206017,40,woman,20,3
2899,180518,16,man,18,2
2900,230322,18,man,23,3
2901,395109,25,woman,39,4
2902,595703,8,woman,59,6
2903,591126,8,man,59,6
2904,465518,64,woman,46,5
2905,510707,64,man,51,6
2906,341216,5,man,34,4
2907,325922,5,woman,32,4
2908,710228,1,man,71,8
2909,361009,26,man,36,4
2910,360928,76,man,36,4
2911,320925,45,man,32,4
2912,255728,45,woman,25,3
2913,621227,44,man,62,7
2915,545222,33,woman,54,6
2916,720930,1,man,72,8
2917,400118,16,man,40,5
2918,670521,5,man,67,7
2919,705908,5,woman,70,8
2920,625623,44,woman,62,7
2921,766220,64,woman,76,8
2922,400907,43,man,40,5
2923,775321,35,woman,77,8
2924,415206,18,woman,41,5
2925,470908,18,man,47,5
2926,340211,27,man,34,4
2927,296228,27,woman,29,3
2928,320302,38,man,32,4
2929,580310,1,man,58,6
2930,410322,41,man,41,5
2932,405711,1,woman,40,5
2933,421212,72,man,42,5
2934,485427,72,woman,48,5
2935,445502,61,woman,44,5
2936,455311,3,woman,45,5
2937,490701,74,man,49,5
2938,215601,8,woman,21,3
2939,180213,8,man,18,2
2940,651016,1,man,65,7
2941,510312,38,man,51,6
2942,665603,67,woman,66,7
2943,805628,1,woman,80,9
2944,435823,71,woman,43,5
2945,210602,74,man,21,3
2946,265123,74,woman,26,3
2947,575518,19,woman,57,6
2948,781120,47,man,78,8
2949,430925,14,man,43,5
2950,440606,46,man,44,5
2951,505831,76,woman,50,6
2952,785117,52,woman,78,8
2953,360707,3,man,36,4
2954,595812,38,woman,59,6
2955,520716,38,man,52,6
2956,390806,23,man,39,4
2957,780307,23,man,78,8
2958,750507,48,man,75,8
2959,571119,54,man,57,6
2960,281219,1,man,28,3
2961,336228,1,woman,33,4
2962,381110,1,man,38,4
2963,395329,1,woman,39,4
2964,781127,8,man,78,8
2965,185207,30,woman,18,2
2966,550220,65,man,55,6
2967,615115,53,woman,61,7
2968,620824,40,man,62,7
2969,230422,55,man,23,3
2970,225406,55,woman,22,3
2971,776203,1,woman,77,8
2972,760114,1,man,76,8
2974,515712,56,woman,51,6
2975,435318,33,woman,43,5
2976,225803,57,woman,22,3
2977,630206,39,man,63,7
2978,485305,33,woman,48,5
2979,616222,4,woman,61,7
2980,740614,11,man,74,8
2981,495205,16,woman,49,5
2982,735323,6,woman,73,8
2983,670723,6,man,67,7
2984,635524,60,woman,63,7
2985,600413,60,man,60,7
2986,520515,14,man,52,6
2987,465601,14,woman,46,5
2988,610521,33,man,61,7
2989,495201,17,woman,49,5
2990,385402,32,woman,38,4
2991,410731,32,man,41,5
2992,660507,11,man,66,7
2994,630722,18,man,63,7
2995,415615,35,woman,41,5
2996,650129,1,man,65,7
2997,415309,1,woman,41,5
2998,610402,1,man,61,7
2999,795324,74,woman,79,8
3000,285402,41,woman,28,3
3001,581007,1,man,58,6
3002,555513,42,woman,55,6
3003,735512,69,woman,73,8
3004,710713,69,man,71,8
3005,310629,43,man,31,4
3006,735808,22,woman,73,8
3007,640411,76,man,64,7
3008,191219,73,man,19,2
3009,575803,62,woman,57,6
3010,600112,62,man,60,7
3011,550919,74,man,55,6
3012,556110,70,woman,55,6
3013,505318,51,woman,50,6
3014,531105,51,man,53,6
3015,520229,73,man,52,6
3016,770823,40,man,77,8
3017,410514,2,man,41,5
3018,780128,61,man,78,8
3019,690923,30,man,69,7
3020,425827,32,woman,42,5
3021,610824,1,man,61,7
3022,545922,1,woman,54,6
3023,590404,16,man,59,6
3024,290308,60,man,29,3
3025,326227,60,woman,32,4
3026,470325,22,man,47,5
3027,590725,62,man,59,6
3028,325423,34,woman,32,4
3029,700508,43,man,70,8
3030,765510,68,woman,76,8
3031,655905,40,woman,65,7
3032,590410,40,man,59,6
3035,641102,27,man,64,7
3036,415331,16,woman,41,5
3037,420104,64,man,42,5
3038,465305,6,woman,46,5
3039,695601,55,woman,69,7
3041,275424,4,woman,27,3
3042,685214,18,woman,68,7
3043,516115,63,woman,51,6
3044,451007,36,man,45,5
3045,505318,10,woman,50,6
3046,255122,1,woman,25,3
3047,751001,45,man,75,8
3048,235106,16,woman,23,3
3049,670406,6,man,67,7
3050,675731,6,woman,67,7
3051,280311,65,man,28,3
3054,580428,74,man,58,6
3055,310223,51,man,31,4
3056,595116,38,woman,59,6
3057,620305,38,man,62,7
3058,435929,49,woman,43,5
3059,771129,61,man,77,8
3060,600518,61,man,60,7
3061,656005,61,woman,65,7
3062,305822,41,woman,30,4
3063,710129,27,man,71,8
3064,300505,42,man,30,4
3065,215821,24,woman,21,3
3066,825309,54,woman,82,9
3067,525621,57,woman,52,6
3068,540320,57,man,54,6
3069,431023,21,man,43,5
3070,201212,46,man,20,3
3071,675223,38,woman,67,7
3072,360414,1,man,36,4
3073,376023,1,woman,37,4
3074,581107,1,man,58,6
3075,410505,74,man,41,5
3076,626117,57,woman,62,7
3077,345224,50,woman,34,4
3078,320131,50,man,32,4
3079,430519,67,man,43,5
3080,515727,5,woman,51,6
3081,450302,5,man,45,5
3082,796017,52,woman,79,8
3083,710407,41,man,71,8
3084,515824,23,woman,51,6
3085,465629,62,woman,46,5
3086,480914,62,man,48,5
3087,595921,46,woman,59,6
3088,500611,40,man,50,6
3089,740726,46,man,74,8
3090,681117,32,man,68,7
3091,665303,15,woman,66,7
3092,676106,59,woman,67,7
3093,660221,35,man,66,7
3094,500818,48,man,50,6
3095,530629,36,man,53,6
3096,820227,74,man,82,9
3097,480822,48,man,48,5
3098,380623,17,man,38,4
3099,651113,17,man,65,7
3100,310330,2,man,31,4
3101,411213,1,man,41,5
3102,795216,61,woman,79,8
3103,735307,64,woman,73,8
3104,825104,4,woman,82,9
3105,470817,68,man,47,5
3106,285303,72,woman,28,3
3107,601116,30,man,60,7
3108,625226,30,woman,62,7
3109,325421,7,woman,32,4
3110,310227,54,man,31,4
3111,245207,54,woman,24,3
3112,390912,24,man,39,4
3113,716112,60,woman,71,8
3114,710224,60,man,71,8
3115,611130,72,man,61,7
3116,510909,28,man,51,6
3117,415622,62,woman,41,5
3118,400709,62,man,40,5
3119,365126,50,woman,36,4
3120,640602,75,man,64,7
3121,566018,57,woman,56,6
3122,590402,57,man,59,6
3123,790725,1,man,79,8
3124,585102,5,woman,58,6
3125,226030,10,woman,22,3
